X,y
2.0584494295802447,0.822232659718177
3.4388521115218396,-0.6771870323006334
4.645041271999773,-0.49433943701953564
5.8083612168199465,-0.9824949259360048
6.505159298527952,0.45053086136073783
9.767211400638388,-0.7158461203861441
12.203823484477883,-0.6366401964842544
13.949386065204184,0.5392207813213262
15.599452033620265,0.26102288886287633
15.601864044243651,0.25535020881701087
17.052412368729154,-0.5388170578019496
18.182496720710063,-1.142029746973186
18.34045098534338,-1.0827455362210485
18.485445552552704,-0.9216651764064387
19.967378215835975,0.4619652385408157
21.233911067827616,0.8591401028654566
25.87799816000169,1.1580223032108274
29.122914019804192,-0.9612629245805083
29.214464853521815,-0.8932073718938236
30.42422429595377,-0.967869040958135
30.46137691733707,-1.0095271652867592
31.171107608941096,-0.8219401094950854
36.63618432936917,-0.266337339005178
37.454011884736246,-0.1305233916547901
43.194501864211574,-1.2100532506954496
44.01524937396013,-0.3695295291310126
45.606998421703594,-0.17430959098207605
49.51769101112702,-0.34459095385678895
51.42344384136116,0.8150419104511535
52.00680211778108,0.4849606372957914
52.475643163223786,0.8806512746911785
54.67102793432797,-0.5720787805040018
59.24145688620425,0.595575360590931
59.86584841970366,-0.29487722517629494
60.11150117432088,-0.575093154976023
60.75448519014384,-0.14251048640209818
61.18528947223795,0.36229857816080685
66.2522284353982,-0.6050231786119323
68.42330265121569,-1.4032367264904648
70.80725777960456,-0.4476082044415675
73.1993941811405,-0.2108666198013739
78.51759613930136,0.052161279825177306
80.83973481164611,-1.3592718636486902
83.24426408004217,-0.6558447552893423
86.61761457749351,0.658439755783454
90.9320402078782,0.3983676749046866
94.88855372533332,-0.19971813748569966
95.07143064099162,-0.27696014767976973
96.56320330745594,0.2001114834730518
96.99098521619943,0.42028450715795773
